2022.01.04 11:09:26, AUV切换为遥控模式！
2022.01.04 11:09:46, AUV切换为自主模式！
2022.01.04 11:09:50, AUV执行定深定向：定深1.0m，定向1.0度，巡航速度10，持续时间10秒！
2022.01.04 11:09:55, 任务开始执行！
2022.01.04 11:10:14, AUV设定原点！
2022.01.04 11:10:16, AUV设定原点！
2022.01.04 11:10:20, AUV执行返航任务：巡航速度10，持续时间10秒！
2022.01.12,16:35:30, AUV执行定深定向：定深0.3m，定向350.0度，巡航速度90，持续时间50秒！
2022.01.12,16:35:36, 追加超越试验！
2022.01.12,16:35:40, 不追加操纵性试验！
2022.01.12,16:35:59, 获取舵-桨控制参数
2022.01.12,16:37:01, AUV执行定深定向：定深0.3m，定向350.0度，巡航速度90，持续时间50秒！
2022.01.12,16:37:28, 任务开始执行！
2022.01.12,16:38:40, 任务停止执行！
2022.01.12,16:38:56, AUV执行返航任务：巡航速度90，持续时间50秒！
2022.01.12,16:39:03, AUV执行返航任务：巡航速度90，持续时间100秒！
2022.01.12,16:39:12, 任务开始执行！
2022.03.08,20:08:54, 深度SMC！
2022.03.08,20:08:58, 已更新控制配置！
2022.03.08,20:09:08, 深度ADRC控制！
2022.03.08,20:09:11, 已更新控制配置！
2022.03.08,20:09:11, 启用ESO！
2022.03.08,20:09:14, 深度PID控制！
2022.03.08,20:09:16, 已更新控制配置！
2022.03.08,20:09:16, 禁用ESO！
2022.03.08,20:12:54, AUV下达航点序列成功！
2022.03.08,20:12:54, AUV执行圆轨迹任务：定深0.0m，半径72.5，持续时间100秒！
2022.03.08,20:13:11, AUV切换为自主模式！
2022.03.08,20:18:26, 深度SMC！
2022.03.08,20:18:28, 已更新控制配置！
2022.03.08,20:18:28, 启用ESO！
2022.03.08,20:18:32, 深度PID控制！
2022.03.08,20:18:32, 已更新控制配置！
2022.03.08,20:18:32, 禁用ESO！
2022.03.08,21:19:40, AUV设定原点！
2022.03.08,21:20:17, AUV切换为自主模式！
2022.03.08,21:20:20, AUV下达航点序列成功！
2022.03.08,21:20:20, AUV执行多航点任务：巡航速度0，持续时间0秒！
2022.03.08,21:20:27, AUV下达航点序列成功！
2022.03.08,21:20:27, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.08,21:20:35, 艏向MPC！
2022.03.08,21:20:41, 已更新控制配置！
2022.03.08,21:20:50, 任务开始执行！
2022.03.08,21:32:24, AUV切换为遥控模式！
2022.03.08,21:32:27, AUV切换为自主模式！
2022.03.08,21:32:33, AUV设定原点！
2022.03.08,21:32:41, 已更新控制配置！
2022.03.08,21:32:47, 艏向PID自动舵！
2022.03.08,21:32:50, 艏向MPC！
2022.03.08,21:32:51, 已更新控制配置！
2022.03.08,21:32:57, AUV设定原点！
2022.03.08,21:33:04, AUV下达航点序列成功！
2022.03.08,21:33:04, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.08,21:33:08, 任务停止执行！
2022.03.08,21:33:10, AUV下达航点序列成功！
2022.03.08,21:33:10, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.08,21:33:15, 任务开始执行！
2022.03.09,10:19:51, AUV设定原点！
2022.03.09,10:20:04, AUV切换为自主模式！
2022.03.09,10:20:28, AUV下达航点序列成功！
2022.03.09,10:20:28, AUV执行多航点任务：巡航速度0，持续时间0秒！
2022.03.09,10:20:32, 艏向MPC！
2022.03.09,10:20:34, 已更新控制配置！
2022.03.09,10:20:53, AUV下达航点序列成功！
2022.03.09,10:20:53, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:21:06, 任务开始执行！
2022.03.09,10:33:49, AUV切换为遥控模式！
2022.03.09,10:33:52, AUV切换为自主模式！
2022.03.09,10:34:01, 艏向PID自动舵！
2022.03.09,10:34:04, 艏向MPC！
2022.03.09,10:38:20, AUV切换为遥控模式！
2022.03.09,10:38:22, AUV切换为自主模式！
2022.03.09,10:38:28, 艏向PID自动舵！
2022.03.09,10:38:30, 艏向MPC！
2022.03.09,10:38:32, 已更新控制配置！
2022.03.09,10:38:34, 任务停止执行！
2022.03.09,10:38:36, AUV下达航点序列成功！
2022.03.09,10:38:37, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:38:44, 任务开始执行！
2022.03.09,10:39:21, 任务停止执行！
2022.03.09,10:39:27, AUV下达航点序列成功！
2022.03.09,10:39:27, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:39:31, 任务开始执行！
2022.03.09,10:39:43, 任务停止执行！
2022.03.09,10:41:16, AUV下达航点序列成功！
2022.03.09,10:41:16, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:41:24, 艏向PID自动舵！
2022.03.09,10:41:26, 已更新控制配置！
2022.03.09,10:41:34, AUV设定原点！
2022.03.09,10:41:39, AUV设定原点！
2022.03.09,10:41:42, AUV下达航点序列成功！
2022.03.09,10:41:42, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:41:48, 任务开始执行！
2022.03.09,10:57:57, AUV切换为遥控模式！
2022.03.09,10:58:00, AUV切换为自主模式！
2022.03.09,10:58:16, 任务停止执行！
2022.03.09,10:58:17, AUV下达航点序列成功！
2022.03.09,10:58:17, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:58:19, AUV设定原点！
2022.03.09,10:58:21, AUV下达航点序列成功！
2022.03.09,10:58:21, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,10:58:25, 艏向MPC！
2022.03.09,10:58:26, 已更新控制配置！
2022.03.09,10:58:31, 任务开始执行！
2022.03.09,11:03:26, AUV设定原点！
2022.03.09,11:03:29, 任务停止执行！
2022.03.09,11:06:36, AUV设定原点！
2022.03.09,11:06:50, AUV切换为遥控模式！
2022.03.09,11:06:53, AUV切换为自主模式！
2022.03.09,11:07:30, 艏向PID自动舵！
2022.03.09,11:07:33, 艏向MPC！
2022.03.09,11:07:35, 已更新控制配置！
2022.03.09,11:07:38, AUV下达航点序列成功！
2022.03.09,11:07:38, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,11:07:50, 任务开始执行！
2022.03.09,11:11:38, 已更新控制配置！
2022.03.09,11:11:43, AUV设定原点！
2022.03.09,11:11:49, 任务停止执行！
2022.03.09,11:11:54, AUV下达航点序列成功！
2022.03.09,11:11:54, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.09,11:12:01, 任务开始执行！
2022.03.09,16:59:40, LED已打开！
2022.03.09,16:59:50, LED已关闭！
2022.03.09,16:59:58, 均衡系统排水2s！
2022.03.09,17:00:11, 均衡系统停止！
2022.03.09,20:09:49, 获取执行机构零位参数
2022.03.09,20:10:10, 获取执行机构零位参数
2022.03.09,20:10:19, 获取执行机构零位参数
2022.03.09,20:11:37, 获取执行机构零位参数
2022.03.09,20:11:43, 获取执行机构零位参数
2022.03.09,20:11:49, 获取执行机构零位参数
2022.03.09,20:12:01, 获取执行机构零位参数
2022.03.09,20:12:30, 获取执行机构零位参数
2022.03.09,20:19:20, AUV初始化成功！
2022.03.09,20:19:24, LED已打开！
2022.03.09,20:19:28, LED已关闭！
2022.03.09,20:19:59, 开启水池状态周期回传！
2022.03.09,20:20:04, 关闭水池状态周期回传！
2022.03.09,20:20:14, 获取舵-桨控制参数
2022.03.09,20:30:00, AUV初始化成功！
2022.03.10,09:10:55, AUV初始化成功！
2022.03.10,09:11:20, LED已打开！
2022.03.10,09:11:22, LED已关闭！
2022.03.10,09:55:59, AUV初始化成功！
2022.03.10,10:01:17, AUV设定原点！
2022.03.10,10:02:56, AUV初始化成功！
2022.03.10,10:03:16, 预设性能跟踪！
2022.03.10,10:03:20, 已更新控制配置！
2022.03.10,10:03:38, AUV下达航点序列成功！
2022.03.10,10:03:39, AUV执行多航点任务：巡航速度0，持续时间0秒！
2022.03.10,10:04:04, AUV下达航点序列成功！
2022.03.10,10:04:05, AUV执行多航点任务：巡航速度120，持续时间100秒！
2022.03.10,10:04:11, AUV切换为自主模式！
2022.03.10,10:04:42, 任务开始执行！
2022.03.10,10:05:03, 任务停止执行！
2022.03.10,10:05:16, AUV执行返航任务：巡航速度120，持续时间100秒！
2022.03.10,10:05:21, 任务开始执行！
2022.03.10,10:05:33, 任务停止执行！
2022.03.10,10:06:39, AUV切换为遥控模式！
2022.03.10,10:19:06, AUV设定原点！
2022.03.10,10:19:14, 艏向PID自动舵！
2022.03.10,10:19:18, 已更新控制配置！
2022.03.10,10:19:27, AUV切换为自主模式！
2022.03.10,10:19:36, AUV执行返航任务：巡航速度90，持续时间100秒！
2022.03.10,10:19:54, AUV下达航点序列成功！
2022.03.10,10:19:55, AUV执行多航点任务：巡航速度90，持续时间100秒！
2022.03.10,10:20:00, 已更新控制配置！
2022.03.10,10:20:05, 获取舵-桨控制参数
2022.03.10,10:20:20, 已更新控制配置！
2022.03.10,10:20:28, AUV下达航点序列成功！
2022.03.10,10:20:29, AUV执行多航点任务：巡航速度90，持续时间100秒！
2022.03.10,10:20:33, 任务开始执行！
2022.03.10,10:22:44, AUV执行返航任务：巡航速度90，持续时间100秒！
2022.03.10,10:22:54, 任务停止执行！
2022.03.10,10:23:00, AUV执行返航任务：巡航速度90，持续时间100秒！
2022.03.10,10:23:04, 任务开始执行！
2022.03.10,10:25:53, 任务停止执行！
2022.03.10,10:26:04, AUV切换为遥控模式！
2022.03.10,10:32:14, AUV初始化成功！
2022.03.10,10:32:23, AUV切换为自主模式！
2022.03.10,10:32:32, AUV下达航点序列成功！
2022.03.10,10:32:32, AUV执行多航点任务：巡航速度90，持续时间100秒！
2022.03.10,10:32:39, 预设性能跟踪！
2022.03.10,10:32:42, 已更新控制配置！
2022.03.10,10:32:50, AUV下达航点序列成功！
2022.03.10,10:32:50, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:32:56, AUV下达航点序列成功！
2022.03.10,10:32:56, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:32:59, 任务开始执行！
2022.03.10,10:33:34, 任务停止执行！
2022.03.10,10:33:37, AUV下达航点序列成功！
2022.03.10,10:33:37, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:33:42, 任务开始执行！
2022.03.10,10:33:48, 任务停止执行！
2022.03.10,10:34:03, AUV设定原点！
2022.03.10,10:34:06, AUV下达航点序列成功！
2022.03.10,10:34:06, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:34:11, 任务开始执行！
2022.03.10,10:34:16, 任务停止执行！
2022.03.10,10:34:21, 艏向PID自动舵！
2022.03.10,10:34:25, AUV下达航点序列成功！
2022.03.10,10:34:25, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:34:30, 任务开始执行！
2022.03.10,10:34:38, AUV切换为遥控模式！
2022.03.10,10:34:42, 任务停止执行！
2022.03.10,10:34:46, AUV切换为自主模式！
2022.03.10,10:34:50, AUV下达航点序列成功！
2022.03.10,10:34:50, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:34:58, 任务开始执行！
2022.03.10,10:35:04, 任务停止执行！
2022.03.10,10:35:10, 预设性能跟踪！
2022.03.10,10:35:16, AUV下达航点序列成功！
2022.03.10,10:35:16, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:35:20, 任务开始执行！
2022.03.10,10:39:27, AUV初始化成功！
2022.03.10,10:39:31, AUV切换为遥控模式！
2022.03.10,10:39:35, AUV切换为自主模式！
2022.03.10,10:39:45, AUV设定原点！
2022.03.10,10:39:53, 艏向MPC！
2022.03.10,10:39:56, 预设性能跟踪！
2022.03.10,10:40:08, 任务停止执行！
2022.03.10,10:40:11, AUV下达航点序列成功！
2022.03.10,10:40:11, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:40:18, 已更新控制配置！
2022.03.10,10:40:22, 任务开始执行！
2022.03.10,10:42:13, 任务停止执行！
2022.03.10,10:42:26, AUV下达航点序列成功！
2022.03.10,10:42:26, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:42:38, AUV下达航点序列成功！
2022.03.10,10:42:38, AUV执行多航点任务：巡航速度0，持续时间100秒！
2022.03.10,10:42:41, 任务开始执行！
2022.03.10,10:52:33, AUV初始化成功！
2022.03.10,10:52:40, AUV切换为自主模式！
2022.03.10,10:52:48, AUV设定原点！
2022.03.10,10:52:56, 开启户外状态周期回传！
2022.03.10,10:53:09, 关闭户外状态周期回传！
2022.03.10,10:53:19, AUV设定原点！
2022.03.10,10:54:03, 已更新控制配置！
2022.03.10,10:54:10, 预设性能跟踪！
2022.03.10,10:54:13, 已更新控制配置！
2022.03.10,10:54:27, AUV下达航点序列成功！
2022.03.10,10:54:28, AUV执行多航点任务：巡航速度90，持续时间120秒！
2022.03.10,10:54:39, 已更新控制配置！
2022.03.10,10:55:11, 任务开始执行！
2022.03.10,10:57:23, 任务停止执行！
2022.03.10,10:57:31, 艏向PID自动舵！
2022.03.10,10:57:37, AUV执行返航任务：巡航速度90，持续时间120秒！
2022.03.10,10:57:43, 任务开始执行！
2022.03.10,11:00:20, AUV切换为遥控模式！
2022.03.10,11:29:41, AUV切换为自主模式！
2022.03.10,11:29:52, AUV初始化成功！
2022.03.10,11:29:56, 任务停止执行！
2022.03.10,11:30:09, AUV下达航点序列成功！
2022.03.10,11:30:10, AUV执行多航点任务：巡航速度90，持续时间120秒！
2022.03.10,11:30:17, 预设性能跟踪！
2022.03.10,11:30:20, 已更新控制配置！
2022.03.10,11:30:37, AUV切换为遥控模式！
2022.03.10,11:30:43, AUV切换为自主模式！
2022.03.10,11:30:49, 开启户外状态周期回传！
2022.03.10,11:30:55, 关闭户外状态周期回传！
2022.03.10,11:31:05, AUV设定原点！
2022.03.10,11:31:42, 任务开始执行！
2022.03.10,11:32:07, 任务停止执行！
2022.03.10,11:32:37, 艏向PID自动舵！
2022.03.10,11:32:45, AUV执行返航任务：巡航速度90，持续时间120秒！
2022.03.10,11:32:51, 任务开始执行！
2022.03.10,11:45:18, AUV初始化成功！
2022.03.10,11:45:23, AUV切换为遥控模式！
2022.03.10,11:45:27, AUV切换为自主模式！
2022.03.10,11:45:32, 任务停止执行！
2022.03.10,11:45:47, 已更新控制配置！
2022.03.10,11:46:02, 预设性能跟踪！
2022.03.10,11:46:06, 已更新控制配置！
2022.03.10,11:46:22, AUV设定原点！
2022.03.10,11:46:38, AUV下达航点序列成功！
2022.03.10,11:46:39, AUV执行多航点任务：巡航速度90，持续时间120秒！
2022.03.10,11:46:45, 已更新控制配置！
2022.03.10,11:47:06, 任务开始执行！
2022.03.10,11:49:38, 任务停止执行！
2022.03.10,11:49:43, AUV执行返航任务：巡航速度90，持续时间120秒！
2022.03.10,11:49:52, AUV执行返航任务：巡航速度90，持续时间150秒！
2022.03.10,11:50:01, 任务开始执行！
2022.03.10,11:50:54, 任务停止执行！
2022.03.10,11:51:02, 艏向PID自动舵！
2022.03.10,11:51:08, AUV执行返航任务：巡航速度90，持续时间150秒！
2022.03.10,11:51:13, 任务开始执行！
2022.03.10,11:55:09, AUV切换为遥控模式！
2022.03.10,13:28:25, AUV初始化成功！
2022.03.10,13:28:50, AUV切换为自主模式！
2022.03.10,13:28:58, 任务停止执行！
2022.03.10,13:29:06, AUV下达航点序列成功！
2022.03.10,13:29:07, AUV执行多航点任务：巡航速度90，持续时间150秒！
2022.03.10,13:29:16, AUV设定原点！
2022.03.10,13:29:22, 预设性能跟踪！
2022.03.10,13:29:29, 已更新控制配置！
2022.03.10,13:31:27, 已更新控制配置！
2022.03.10,13:31:38, AUV下达航点序列成功！
2022.03.10,13:31:39, AUV执行多航点任务：巡航速度90，持续时间150秒！
2022.03.10,13:31:49, 任务开始执行！
2022.03.10,13:33:38, 任务停止执行！
2022.03.10,13:33:49, 艏向PID自动舵！
2022.03.10,13:33:54, AUV执行返航任务：巡航速度90，持续时间150秒！
2022.03.10,13:33:59, 任务开始执行！
2022.03.10,13:36:23, AUV切换为遥控模式！
2022.03.10,13:49:55, AUV初始化成功！
2022.03.10,13:50:04, 读取参数成功！
2022.03.10,13:50:08, 读取参数成功！
2022.03.10,13:50:09, 读取参数成功！
2022.03.10,13:50:19, 任务停止执行！
2022.03.10,13:50:24, AUV切换为自主模式！
2022.03.10,13:50:43, 预设性能跟踪！
2022.03.10,13:50:58, AUV设定原点！
2022.03.10,13:51:04, AUV下达航点序列成功！
2022.03.10,13:51:05, AUV执行多航点任务：巡航速度90，持续时间150秒！
2022.03.10,13:51:14, 已更新控制配置！
2022.03.10,13:51:22, 艏向PID自动舵！
2022.03.10,13:51:28, 预设性能跟踪！
2022.03.10,13:51:52, AUV下达航点序列成功！
2022.03.10,13:51:53, AUV执行多航点任务：巡航速度90，持续时间150秒！
2022.03.10,13:52:02, 任务开始执行！
2022.03.10,13:53:38, 任务停止执行！
2022.03.10,13:53:52, 艏向PID自动舵！
2022.03.10,13:53:57, 航向PID自动舵！
2022.03.10,13:54:02, 已更新控制配置！
2022.03.10,13:54:09, AUV执行返航任务：巡航速度90，持续时间150秒！
2022.03.10,13:54:13, 任务开始执行！
2022.03.10,13:56:44, 获取舵-桨控制参数
2022.03.10,13:56:52, 获取舵-桨控制参数
2022.03.10,13:57:06, 获取舵-桨控制参数
2022.03.10,13:57:20, 任务停止执行！
2022.03.10,13:57:25, AUV下达航点序列成功！
2022.03.10,13:57:26, AUV执行多航点任务：巡航速度90，持续时间150秒！
